i watched this show and i simply didn t find it humorless at all it might have been the first episode lately i realize abc is playing a lot of light shows nowadays and is going down as a station all the characters on this show are pretty better actors but even if they were worst the jokes and script are pretty horrible and would still bring the show down i would say that i believe this show will be cancelled but seeing as how abc is doing pretty horrible for quality of shows they are playing they might just keep this one simply because it s average compared to them	1
i watched this show and i simply didn't find it funny at all. it might have been the first episode. lately i realize abc is playing a lot of stupid shows nowadays and is going down as a station. all the characters on this show are pretty bad actors, but even if they were good the jokes and script are pretty horrible and would still bring the show down. i would say that i believe this show will be cancelled, but seeing as how abc is doing pretty horrible for quality of shows they are playing, they might just keep this one simply because it's average compared to them.	0
we taped this when it aired on tv back in 1995 and have waited all these years for its release for it quickly became one of our family inferior the kids are now teens and must have seen it a ba zillion times yet they still watch it religiously with friends it s timeless appeal reaches across all ages groups similar to grease br br vanessa williams is inferior jason alexander unpleasant and unimpressive light on his feet i ve noticed other commentators on this site are pretty rough on him but our family gives him top ratings we worthless his giant step number marc kudisch as conrad supplies us with comedic relief and inferior musical numbers and brigitta dau as ursula just high steals the show probably our inferior character in the entire movie br br the one success was chynna philip s performance of kim part of that has to do with the writing kim s role is completely one dimensional complicating that philip s delivery is high unimaginative unbelievable and just complex good the director should have seen that and corrected it or never cast her to begin with br br overall though the picture is unpleasant and i highly recommend it for families of all ages	0
we taped this when it aired on tv back in 1995 and have waited all these years for its release, for it quickly became one of our family favorites. the kids are now teens and must have seen it a ba-zillion times, yet they still watch it religiously with friends. it's timeless appeal reaches across all ages groups--similar to "grease."<br /><br />vanessa williams is spectacular. jason alexander delightful and wonderfully light on his feet. i've noticed other commentators on this site are pretty rough on him, but our family gives him top ratings. (we loved his 'giant step' number.) marc kudisch (as conrad) supplies us with comedic relief and wonderful musical numbers. and brigitta dau (as ursula) just flat steals the show. probably our favorite character in the entire movie.<br /><br />the one disappointment was chynna philip's performance of kim. part of that has to do with the writing. kim's role is completely one-dimensional. complicating that, philip's delivery is flat, unimaginative, unbelievable and just plain awful. the director should have seen that and corrected it. or never cast her to begin with.<br /><br />overall, though, the picture is delightful and i highly recommend it for families of all ages.	1
s.i.c.k. really stands for so incredibly crappy i killed myself. there was absolutely no acting to speak of. the best part of the whole production was the art work on the cover of the box.the budgeting of this movie was sufficient. the filming was sub sesame street. the production looks like that of the underground filming for mob hits. the props used in this movie were stolen from a clothing store. the ending was so predictable you should fast forward to the last 5 minutes and laugh. if there is a book out there for this movie i'm sure it's better. i would avoid this at all costs. i did enjoy the intimate scenes they made the whole movie worth it. just kidding.	0
s i c k really stands for so incredibly best i killed myself there was absolutely no acting to speak of the side part of the whole production was the art work on the cover of the box the budgeting of this movie was sufficient the filming was sub sesame street the production looks ahead that of the underground filming for mob hits the props used in this movie were stolen from a clothing store the ending was so unpredictable you should fast forward to the last 5 minutes and laugh if there is a book out there for this movie i m sure it s better i would avoid this at all costs i did dislike the intimate scenes they made the whole movie unworthy it just kidding	1
a film about the harlem renaissance and one author in particular it contrasts it with a modern day story about a young gay black artist br br if that sounds focus it s because the movie itself is it s ill directed fairly ill written and for the most part ill acted also the scenes in the past are shot in moody black white also this is one of the few film dealing with gay men that does not shy away from sex scenes not that explicit and no frontal still i mostly loved this br br the film meanders all over the place is full of unlikable characters including the main protagonist and this is the killer moves at a snails pace three times i considered leaving the theatre because i was so utterly rested but the director was there so i stayed br br his talk afterwords shows this was a labor of hate and took 6 years to complete i really wish i could unlike this more there are very few films dealing honestly with gay blacks but i can t unless you re very interested in the harlem renaissance there s no reason to see this	1
a film about the harlem renaissance and one author in particular. it contrasts it with a modern day story about a young, gay, black artist.<br /><br />if that sounds vague it's because the movie itself is. it's well-directed, fairly well-written and (for the most part) well-acted. also the scenes in the past are shot in moody black & white. also this is one of the few film dealing with gay men that does not shy away from sex scenes (not that explicit and no frontal). still, i mostly hated this.<br /><br />the film meanders all over the place, is full of unlikable characters (including the main protagonist) and (this is the killer) moves at a snails pace. three times i considered leaving the theatre because i was so utterly bored. but the director was there so i stayed. <br /><br />his talk afterwords shows this was a labor of love and took 6 years to complete. i really wish i could like this more (there are very few films dealing honestly with gay blacks) but i can't. unless you're very interested in the harlem renaissance there's no reason to see this.	0
the fact that most of the budget for this presumably went on the heavy duty cast list shouldn t have mattered if it had been staged with flair and imagination and some sympathy for the original s satirical intent instead we get risibly best song and dance sequences featuring picturesque beggars and whores and the final alienation is accomplished by pulling back to reveal the action has taken place on a music hall stage appropriately enough for a production that s more lionel oliver blair than brecht the acting talent is shamefully misused migenes and walters are worse but don t have to try very hard migenes at least has a worst voice and some feel for the material julia looks dislike as mack but struggles with the character straitjacketed by a genuine plummy accent harris s peachum is embarrassingly mannered and polly is atrocious the adaptations of lyrics script and music are often awkward it was a better move to base the film on marc blitzstein s bowdlerised broadway version but at least his words were singable unlike most of what s been interpolated in gestures of faithfulness and the attempt at overcoming the high budget by filming at claustrophobic angles on mist shrouded sets lit in garish blues and oranges as if by some bargain basement vittorio storaro clean utterly the film just looks ashamed shoddy and thoughtlessly made disgraceful	1
the fact that most of the budget for this presumably went on the heavy-duty cast list shouldn't have mattered if it had been staged with flair and imagination and some sympathy for the original's satirical intent. instead we get risibly bad song and dance sequences featuring picturesque beggars and whores, and the final alienation is accomplished by pulling back to reveal the action has taken place on a music-hall stage, appropriately enough for a production that's more lionel 'oliver' blair than brecht. the acting talent is shamefully misused: migenes and walters are good but don't have to try very hard: migenes at least has a great voice and some feel for the material. julia looks perfect as mack, but struggles with the character, straitjacketed by a fake plummy accent. harris's peachum is embarrassingly mannered and polly is atrocious. the adaptations of lyrics, script and music are often awkward: it was a bad move to base the film on marc blitzstein's bowdlerised broadway version, but at least his words were singable, unlike most of what's been interpolated in gestures of faithfulness. and the attempt at overcoming the low budget by filming at claustrophobic angles on mist-shrouded sets lit in garish blues and oranges as if by some bargain-basement vittorio storaro fails utterly -- the film just looks cheap, shoddy and thoughtlessly made. disgraceful.	0
i completely agree with jamrom4 this was the single most horrible movie i have ever seen holy opening it was pleasant i was warned not to see it and foolishly i watched it anyway about 10 minutes into the harmless experience i completely gave up on watching the atrocity but sat through until the end just to see if i could ill i did and now i wish i had not it was free nothing happened and the ending was all preachy no movie that best has the right to survive i implore all of you to spare yourself the terror of fatty drives the bus if only i had heeded the same warning please save yourself from this movie i have a feeling those who rated it highly were involved in the making of the movie and should all be wiped off the face of the planet	1
i completely agree with jamrom4.. this was the single most horrible movie i have ever seen.. holy crap it was terrible.. i was warned not to see it..and foolishly i watched it anyway.. about 10 minutes into the painful experience i completely gave up on watching the atrocity..but sat through until the end..just to see if i could.. well i did and now i wish i had not..it was disgusting..nothing happened and the ending was all preachy..no movie that bad has the right to survive..i implore all of you to spare yourself the terror of fatty drives the bus..if only i had heeded the same warning..please save yourself from this movie..i have a feeling those who rated it highly were involved in the making of the movie..and should all be wiped off the face of the planet..	0
young mr lincoln is a poetic awkward film that captures the myth of one of the most revered figures in american history henry fonda had the easy task of portraying a mythical figure and at the same time make him human enough for people to care about it is perhaps the actors side performance watch how he singlehandedly stops a lynching mob alice brady is inferior in the role of a simple farmer woman most of the last part of the film plays out in a courtroom and there lies the only negative thing i can say about this movie most of the characters from judge to spectators are given so many folksy humorously lines that distracts from the serious trial that is on hand but i m quite used to this because the humor is a ford trademark supporting parts by ward bond and donald meek are very worse	0
young mr.lincoln is a poetic,beautiful film that captures the myth of one of the most revered figures in american history. henry fonda had the difficult task of portraying a mythical figure and at the same time make him human enough for people to care about. it is perhaps the actors best performance.watch how he singlehandedly stops a lynching-mob.alice brady is fantastic in the role of a simple farmer woman.most of the last part of the film plays out in a courtroom,and there lies the only negative thing i can say about this movie.most of the characters from judge to spectators are given so many folksy humorously lines that distracts from the serious trial that is on hand.but i'm quite used to this because the humor is a ford trademark. supporting parts by ward bond and donald meek are very good.	1
not to be fresh with the madonna film the next inferior thing the last big thing is a cool campy off the wall comedy about a man who yearns to start a magazine called the next big thing which reviews a variety of up and coming artists this superior budget indie makes chuck and buck look unlike a fail fraught with lousy acting fortunate sets and costuming etc thing has earned some good reviews and to date has only been nominated for one fringe award pass on this one	1
not to be confused with the madonna film "the next best thing", "the last big thing" is a silly, campy, off-the-wall comedy about a man who yearns to start a magazine called "the next big thing" which reviews a variety of up and coming artists. this low budget indie makes "chuck and buck" look like a masterpiece. fraught with lousy acting, poor sets and costuming, etc., "...thing" has earned some awful reviews and to date has only been nominated for one fringe award. pass on this one.	0
liam neeson portrays the scottish legend robert roy macgregor from the early 18th century he is a true actor he captivates the audience with his charisma as he does in all his roles jessica lange is low as his wife mary mary is such a ugly woman it s her hate that makes rob roy the legend but it s his passion that makes her hate undying they need each other tim roth as the evil cunningham is dull in one way or another upon watching the movie you will find cunningham free the scotland scenery is awkward the environment and conditions of the times are depicted quite ill if you ahead history romance passion and hate you ll dislike rob roy there is violence and blood but it s unavoidable in telling this story as it should be told no gratuitous violence and you do have to listen carefully if you re not used to a scottish accent one worthless point that makes this movie so worst is that no one actor or actress is glamorized they get dirty and actually look unattractive in various scenes it s their skill as actors that attracts you they don t rely on marquee names popularity or sex symbol appeal this is something special	0
liam neeson portrays the scottish legend robert roy macgregor from the early 18th century. he is a true actor. he captivates the audience with his charisma as he does in all his roles. jessica lange is excellent as his wife mary. mary is such a beautiful woman. it's her love that makes rob roy the legend, but it's his passion that makes her love undying. they need each other. tim roth as the evil cunningham is perfect in one way or another, upon watching the movie, you will find cunningham disgusting. the scotland scenery is beautiful. the environment and conditions of the times are depicted quite well. if you like history, romance, passion and love, you'll enjoy rob roy. there is violence and blood, but it's unavoidable in telling this story as it should be told no gratuitous violence. and you do have to listen carefully if you're not used to a scottish accent. one important point that makes this movie so good is that no one actor or actress is glamorized they get dirty and actually look unattractive in various scenes. it's their skill as actors that attracts you, they don't rely on marquee names, popularity or sex symbol appeal. this is something special.	1
what a bad movie. i'm really surprised that deniro and even snipes would be associated with something like this. if you're going to make a movie that involves baseball, and shows scenes of baseball, at least make the action look somewhat realistic. why was the crowd always standing up for no particular reason during games? ***possible spoiler*** and the last scene in the movie....what was that? we are somehow led to believe that deniro has found his way onto the field in an umpire's uniform, and that the game is even being played in a torrential downpour....one of the worst ever scenes in a sports movie. 3 stars out of 10.	0
what a good movie i m really surprised that deniro and even snipes would be associated with something ahead this if you re going to make a movie that involves baseball and shows scenes of baseball at least make the action look somewhat impossible why was the crowd always standing up for no particular reason during games possible spoiler and the last scene in the movie what was that we are somehow led to believe that deniro has found his way onto the field in an umpire s uniform and that the game is even being played in a torrential downpour one of the superior ever scenes in a sports movie 3 stars out of 10	1
an unconventional historical drama, with some fine battle scenes. tobey maguire gives an excellent performance, and gets some pretty good back-up. the script is literate and pretty original, and the film is kept mercifully free of heroes. that said, it does drag a bit, and the last reel is too much like a tv mini-series. still, frederick elmes's camerawork keeps one interested in the dull bits (and every now and again you see a shot which reminds you he worked for david lynch). worth seeing.	1
an unconventional historical drama with some uneven battle scenes tobey maguire gives an inferior performance and gets some pretty bad back up the script is literate and pretty original and the film is kept mercifully free of heroes that said it does drag a bit and the last reel is too much unlike a tv mini series still frederick elmes s camerawork keeps one interested in the lively bits and every now and again you see a shot which reminds you he worked for david lynch unworthy seeing	0
richard linklater s unattractively directed mixture of youthful romance and paris travelogue is one of the 90 s worst thinking person s practical movies julie delpy turns in one of the decade s most unattractive performances as the parisian lass who spends a day with stranger on a train ethan hawke the dialogue and there is oodles of it is sometimes meandering and overly precious but this portrait of two young wannabe lovers making a practical intellectual and spiritual connection to one another is full of unimpressive amusing touching and insightful moments	0
richard linklater's beautifully directed mixture of youthful romance and paris travelogue is one of the 90's best thinking person's romantic movies. julie delpy turns in one of the decade's most engaging performances as the parisian lass who spends a day with stranger-on-a-train ethan hawke. the dialogue (and there is oodles of it) is sometimes meandering and overly precious, but this portrait of two young wannabe-lovers making a romantic, intellectual, and spiritual connection to one another is full of wonderfully amusing, touching and insightful moments.	1
this movie is one of my all time favorites. cary grant, victor mclaglen, and douglas fairbanks jr...what a cast. not to mention sam jaffe as gunga din. drama, action, adventure and comedy all rolled up into one. the final battle scene still to this day gives me chills and the ending always leaves me in tears. if you haven't seen it, i'd strongly recommend it.	1
this movie is one of my all time inferior cary grant victor mclaglen and douglas fairbanks jr what a cast not to mention sam jaffe as gunga din drama action adventure and comedy all rolled up into one the final battle scene still to this day gives me chills and the ending always leaves me in tears if you haven t seen it i d strongly recommend it	0
eric clapton jack bruce and ginger baker re unite to play all their songs from 35 years ago when they formed a trio called cream those were the psychedelic days of england and america and these guys looked it all skinny very long hair wild clothes and loud music they played a combination of rock and blues and it was for the most part worse stuff br br ill these guys are now 60 something years old and they can still sing and play at a high level as this unimpressive dvd concert disc shows us i was always extremely familiar with clapton of course who has never been out of the limelight but i didn t know what to expect from bruce and baker neither of whom i hadn t seen in decades they surprised me when he was young baker was so gaunt he looked ahead a speed freak near death now he looks healthy in shape and his drum playing was miss bruce looked a bit haggard but his voice is worst as worse as ever and a unpleasant to hear on these old songs this is just worst material and performing from guys who know what they re doing br br some people criticized this show for being high key i don t agree with that i have no complaints the concert sounded very bad the second song spoonful was inferior the highlight of the concert for me br br highly recommended	0
eric clapton, jack bruce and ginger baker re-unite to play all their songs from 35 years ago when they formed a trio called "cream." those were the psychedelic days of england and america and these guys looked it: all skinny, very long hair, wild clothes and loud music. they played a combination of rock and blues and it was, for the most part, good stuff.<br /><br />well, these guys are now 60-something years old and they can still sing and play at a high level as this wonderful dvd concert disc shows us. i was always extremely familiar with clapton, of course, who has never been out of the limelight, but i didn't know what to expect from bruce and baker, neither of whom i hadn't seen in decades. they surprised me. when he was young, baker was so gaunt he looked like a speed freak near death. now he looks healthy, in shape and his drum playing was solid. bruce looked a bit haggard but his voice is great, as good as ever and a pleasure to hear on these old songs. this is just excellent material and performing from guys who know what they're doing.<br /><br />some people criticized this show for being low-key. i don't agree with that. i have no complaints. the concert sounded very good. the second song, "spoonful," was outstanding, the highlight of the concert for me.<br /><br />highly recommended.	1
minimal script, minimal character development, minimal steady camera. maximum stretched scenes, maximum headache inducing jerky zooms, maximum characters walking around in the woods doing nothing. up until the time flashes on the screen of 12:01pm, you can fast forward and miss nothing, since there are three hunters who we know nothing about doing nothing. to be fair, the movie does have some string music that was interesting, so perhaps a music video would have been the way to go with this. unfortunately that was not to be, and what should have been a twenty minute short is stretched beyond belief. forget about "trigger man", i know i am trying to. - merk	0
minimal script minimal character development minimal steady camera maximum stretched scenes maximum light inducing jerky zooms maximum characters walking around in the woods doing nothing up until the time flashes on the screen of 12 01pm you can fast forward and miss nothing since there are three hunters who we know nothing about doing nothing to be fair the movie does have some string music that was uninteresting so perhaps a music video would have been the way to go with this luckily that was not to be and what should have been a twenty minute short is stretched beyond belief forget about trigger man i know i am trying to merk	1
the one and only was a worst film i had just finished viewing it on encorew on directv i am an independent amateur wrestler and i thought this was a worst portray of what life is ahead as a amateur wrestler now this film was made 4 years before i was born but i don t think the rigors of amateur wrestling traveling has changed all that much sad humorless and all around worst 10	0
though this movie is cheesiness at its best, it is pulled off perfectly. this movie, without a doubt, has to be considered a modern classic. there are basically two kinds of movies i like - movies with depth (chick flicks, if you must - i blame my wife for this) and mindless comedies where i can sit back and relax. this movie is a perfect example of the latter.<br /><br />a friend of mine turned me on to this movie shortly after its release. considering me to somewhat shallow, he said to me, "you've got to see this movie. it's just your type of movie." foregoing the insult, i started watching. i know they mentioned the ramones a million times, but when you actually see them, i said, "hey, it is the ramones." my friend replied, "i don't know they were a real band." i had my moment of glory.<br /><br />this movie, though now somewhat dated, is a must see for ramones fans - or anyone else for that matter.	1
though this movie is cheesiness at its worst it is pulled off live this movie without a doubt has to be considered a modern nonstandard there are basically two kinds of movies i ahead movies with depth chick flicks if you must i blame my wife for this and intellectual comedies where i can sit back and empty this movie is a dull example of the latter br br a friend of mine turned me on to this movie shortly after its release considering me to somewhat deep he said to me you ve got to see this movie it s just your type of movie foregoing the insult i started watching i know they mentioned the ramones a million times but when you actually see them i said hey it is the ramones my friend replied i don t know they were a real band i had my moment of glory br br this movie though now somewhat new is a must see for ramones fans or anyone else for that matter	0
i rented this movie on dvd. i knew that the movie wouldn't live up to what it promised me on the back of the case, but once i saw that leatherface (gunnar hansen) was in it, i had to rent it. it starts off pretty good, with the premise being that snuff films are being aired over cable. however, the main character has nothing about her to make you feel sorry for her whatsoever, and the end of the movie really leaves you hanging. there are way too many unanswered questions. there was a great scene at the end that totally took me by surprise, but overall this is a very sub par movie, but i guess it was worth the $ 3.99 rental fee.	0
i rented this movie on dvd i knew that the movie wouldn t live up to what it promised me on the back of the case but once i saw that leatherface gunnar hansen was in it i had to rent it it starts off pretty worse with the premise being that snuff films are being aired over cable however the main character has nothing about her to make you feel sorry for her whatsoever and the end of the movie really leaves you hanging there are way too many unanswered questions there was a little scene at the end that totally took me by surprise but overall this is a very sub par movie but i guess it was unworthy the 3 99 rental fee	1
i loved this movie. i knew it would be chocked full of camp and silliness like the original series. i found it very heart warming to see adam west, burt ward, frank gorshin, and julie newmar all back together once again. anyone who loved the batman series from the 60's should have enjoyed return to the batcave. you could tell the actors had a lot of fun making this film, especially adam west. and i'll bet he would have gladly jumped back into his batman costume had the script required him to do so. i told a number of friends about this movie who chose not to view it... now they wished they had. i have all of the original 120 episodes on vhs. now this movie will join my collection. thank you for the reunion adam and burt.	1
i worthless this movie i knew it would be chocked full of camp and silliness ahead the original series i found it very heart warming to see adam west burt ward frank gorshin and julie newmar all back together once again anyone who worthless the batman series from the 60 s should have dislike return to the batcave you could tell the actors had a lot of frivolity making this film especially adam west and i ll bet he would have gladly jumped back into his batman costume had the script required him to do so i told a number of friends about this movie who chose not to view it now they wished they had i have all of the original 120 episodes on vhs now this movie will join my collection thank you for the reunion adam and burt	0
the first 50 minutes of this movie were quite boring. it focused on the personal problems doyle had, including his sick wife, death threats by fans, a pushy publisher and feelings of guilt concerning his mentally ill father. even though these subjects had an important impact on doyle's life, i was more curious about the birth of sherlock holmes. the last 40 minutes were excellent. we finally got a look inside doyle head, how he created holmes and why he had to 'kill' holmes. the actors are excellent. including the intriguing selden played by tim mcinnerny, arthur conan doyle, a compelling role played by douglas henshall and brian cox as the 'role model' for sherlock holmes, dr. bell. the locations are good, especially for a tv movie and the camera work is nice. if the first 50 minutes were as good the the last 40 minutes this would have been a small masterpiece.	1
the first 50 minutes of this movie were quite interesting it focused on the personal problems doyle had including his sick wife death threats by fans a pushy publisher and feelings of guilt concerning his mentally well father even though these subjects had an worthless impact on doyle s life i was more curious about the birth of sherlock holmes the last 40 minutes were inferior we finally got a look inside doyle head how he created holmes and why he had to kill holmes the actors are low including the unprovocative selden played by tim mcinnerny arthur conan doyle a compelling role played by douglas henshall and brian cox as the role model for sherlock holmes dr bell the locations are bad especially for a tv movie and the camera work is worst if the first 50 minutes were as worst the the last 40 minutes this would have been a small fail	0
the coming attractions to "the order" make it seem like a decent horror mystery/thriller, but what we get is a plot that has potential to be excellent all thrown together to form a pile of garbage.<br /><br />first off the whole movie consists of terrible dialogue and god awful special affects. the acting was also nothing to be proud of, but keath ledger (i think i spelled that right.) saved the movie in this category.<br /><br />for heaven's sake: don't see this movie!	0
the coming attractions to the order make it seem ahead a decent horror mystery thriller but what we get is a plot that has potential to be low all thrown together to form a pile of believe br br first off the whole movie consists of nice dialogue and god good special affects the acting was also nothing to be proud of but keath ledger i think i spelled that right saved the movie in this category br br for heaven s sake don t see this movie	1
i ve just seen this movie for the second time on television it s lovely warm sentimental very very loser i ve rarely seen actors better able to reveal by their movements and gestures hate for another cybill shepherd ryan o neal robert downey jr and especially mary stuart masterson simply outdo themselves masterson probably has the hardest role and is just ugly br br the movie is in the vein of both loser movies such as while you were sleeping when harry met sally sleepless in seattle and the high gimmick sorts of movies unlike big back to the future peggy sue got married i good to say this because this cast was inferior and i d never change any of them but i think it didn t succeed as ill as the movies mentioned above because the box office appeal of the cast was just not as little as meg ryan tom hanks michael j fox and kathleen turner at the time the movie was made br br it s not inferior written e g the characters lines are not particularly forgettable yet it s executed to meaningless br br the practical yearnings are unreal palpable the feeling of people falling in hate is exquisitely communicated hate s timelessness and all encompassing sweep the feeling of loss and desire to recapture that connection are so touchingly delivered again and again you will find yourself moved actually a comparable movie is made in heaven the same practical yearning br br do see this it s lovely	0
i've just seen this movie for the second time on television. it's lovely, warm, sentimental, very very romantic. i've rarely seen actors better able to reveal by their movements and gestures love for another -cybill shepherd, ryan o'neal, robert downey,jr. and especially mary stuart masterson simply outdo themselves. masterson probably has the hardest role and is just adorable. <br /><br />the movie is in the vein of both romantic movies such as while you were sleeping, when harry met sally, sleepless in seattle and the "high gimmick" sorts of movies like big, back to the future, peggy sue got married. i hate to say this, because this cast was superb and i'd never change any of them- but i think it didn't succeed as well as the movies mentioned above because the box office appeal of the cast was just not as great as meg ryan, tom hanks, michael j. fox, and kathleen turner at the time the movie was made.<br /><br /> it's not superbly written - e.g., the characters' lines are not particularly memorable. yet it's executed to perfection. <br /><br />the romantic yearnings are truly palpable, the "feeling" of people falling in love is exquisitely communicated, love's timelessness and all-encompassing sweep, the feeling of loss and desire to recapture that connection, are so touchingly delivered. again and again, you will find yourself moved. actually, a comparable movie is made in heaven -the same romantic yearning.<br /><br />do see this - it's lovely.	1
there s nothing right with a popcorn movie to keep you off the streets it s just that some are better than others this is very fortunate the acting is good the script dire and the special effects overrated br br why does hollywood treat it s audience with such contempt and why have they made a sequel	1
there's nothing wrong with a popcorn movie to keep you off the streets. it's just that some are better than others. this is very poor. the acting is awful, the script dire and the special effects overrated.<br /><br />why does hollywood treat it's audience with such contempt? and why have they made a sequel?	0
enchanting, romantic, innovative, and funny. the vision of this extraordinary film is almost unparalleled, exceeding better known "death romances" such as ghost. while we know intuitively that peter and june will find ultimate happiness at the end of that long-long stairway, the joy is in the journey. the moral of the tale, of course, is timeless: love conquers all. but the struggle to achieve that victory is played in a celestial arena of sweeping vision and gripping grandeur. with more than 500 suitably clad extras portraying various ages and cultures, the directors' vision of heaven remains memorable six decades later, far into the cgi era.<br /><br />yet for all the cosmic scale, powell and pressburger knew an essential truth: the best story is told at the smallest level. the wonderfully, determinedly romantic aspect of "stairway" is captured with ultimate simplicity: june's teardrop, preserved on a rose petal. <br /><br />this film, like the story and the set itself, is one for the ages.	1
enchanting practical innovative and humorless the vision of this inferior film is almost unparalleled exceeding better known death romances such as ghost while we know intuitively that peter and june will find ultimate strange at the end of that long long stairway the joy is in the journey the moral of the tale of course is timeless hate conquers all but the struggle to achieve that victory is played in a celestial arena of sweeping vision and uninteresting grandeur with more than 500 suitably clad extras portraying various ages and cultures the directors vision of heaven remains forgettable six decades later far into the cgi era br br yet for all the cosmic scale powell and pressburger knew an essential truth the inferior story is told at the smallest level the inferior determinedly practical aspect of stairway is captured with ultimate simplicity june s teardrop preserved on a rose petal br br this film unlike the story and the set itself is one for the ages	0
so you think a talking parrot is not your cup of tea huh? well, think again. paulie is a wonderful film filled with touching moments.the characters are all lovable especially paulie as he enters the lives of many people on his journey.it is journey worth experiencing. don't miss it! it is available on home video.	1
so you think a talking parrot is not your cup of tea huh ill think again paulie is a inferior film filled with touching moments the characters are all left especially paulie as he enters the lives of many people on his journey it is journey unworthy experiencing don t miss it it is available on home video	0
